pass_or_fail,test_plan,cushion,test_plan_id,seat_model,test_date,vert_burn_length_front,vert_burn_length_back,horiz_burn_length_top,horiz_burn_length_bottom,weight_loss_lbs,weight_loss_percent,cover_config,foam_a_percent,foam_a_material,foam_b_percent,foam_b_material,foam_c_percent,foam_c_material,foam_d_percent,foam_d_material,foam_e_percent,foam_e_material,decorative_insulation_part_number,decorative_insulation_mfr,backing,adhesive_one,adhesive_two,fireblock_type,fireblock_part_number,fireblock_color,fireblock_mfr,flame_treatment,fireblock_percent,thermoplastic_part_number,thermoplastic_mfr
Pass,4FR4132-12-FS1,Back & Bottom,2,4132,"March 28, 2014",8.5,0,6,13.1,0.47,7,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,7725R,1100214,11,TELIO & CIE,Latex Backing,100,n/a,n/a
Pass,4FR4132-12-WM1-NT,Exit Bolster,2,4132,"May 22, 2013",12.1,0,6.7,15,0.56,5.42,Fully Encapsulated,90,FR-3706 Last-a-foam,10,DAX 55 Polyurethane,,,,,,,n/a,n/a,n/a,Simalfa 309,Alfa Adhesives,7725R,GLM-6887,Smokey Quartz,Townsend Leather,By Supplier,100,n/a,n/a
Pass,4FR4132-12-FG1,Back & Bottom,1,4132,"May 21, 2013",5.7,0,5.1,5.2,0.42,7.04,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,9528,BONE 05,GLANT TEXTILES,Thin Latex Backing,100,n/a,n/a
Pass,4FR4132-12-WR1,Back & Bottom,2,4132,"June 7, 2013",8.2,0,4.2,8.7,0.46,7.75,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,U-214.18,Sand Pebble Flame,Leni's Textiles,Thin Latex Backing,100,n/a,n/a
Fail,4FR4132-12-WR1,Back & Bottom,1,4132,"May 30, 2013",11.4,0,13.6,17.4,0.75,13.23,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,U-214.18,Sand Pebble Flame,Leni's Textiles,Thin Latex Backing,100,n/a,n/a
Pass,4FR4132-12-UG3-NT,Exit Bolster,2,4132,"July 3, 2013",10.5,0,4.6,14.7,1.02,8.07,Fully Encapsulated,10,DAX 45 Polyurethane,90,FR-3706,,,,,,,n/a,n/a,n/a,Simalfa 309,Alfa Adhesives,7725R,SD-86509-0211,Plush Brown,Townsend Leather,By Supplier,100,n/a,n/a
Pass,4FR4132-12-WT1,Back & Bottom,1,4132,"July 1, 2013",11.8,0,6.4,7.7,0.38,6.49,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,1-3065-172,n/a,JAB,Latex Backing,100,n/a,n/a
Pass,4FR4132-12-WW1,Back & Bottom,1,4132,"August 26, 2013",14.8,0,13.3,12,0.6,9.67,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,F1872-16,n/a,DESIGNERS GUILD,Latex Backing,100,n/a,n/a
Pass,4FR4132-12-FJ,Back & Bottom,1,4132,"August 22, 2013",10.3,0,5.8,5.6,0.42,6.93,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,U-209-R/31A,CRUSHED STONE,Leni's Textiles,Latex Backing,100,n/a,n/a
Pass,4FR4132-12-WB1-NT,Back & Bottom,1,4132,"August 28, 2013",9.7,0,6.6,12,0.48,8.61,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,891,BIRCH,J. Robert Scott,Latex Backing,100,n/a,n/a
Pass,4FR4132-12-WB1-NT,Bolster,2,4132,"August 28, 2013",15.1,0,7.8,13.3,0.65,6.19,Fully Encapsulated,90,FR-3706 Last-a-foam,90,FR-3706,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,CL-4926-0503,TAN,Townsend Leather,By Supplier,100,n/a,n/a
Pass,4FR4132-12-FV1,Back & Bottom,1,4132,"April 15, 2014",6.7,0,6.1,11.4,0.51,8.83,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,1212/1,AFTERNOON,THEO,Thin Latex Backing,100,n/a,n/a
Pass,4FR4132-12-YU1,Back & Bottom,3,4132,"April 16, 2014",4.6,0,3.7,10,0.4,5.62,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,7725R,3113,CARBON,KRAVET,Latex Backing,100,n/a,n/a
Fail,4FR4132-12-FU,Back & Bottom,1,4132,"April 23, 2014",9.3,0,6.7,17.8,0.58,10.98,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,F1327-29,n/a,DESIGNERS GUILD,Latex Backing,100,n/a,n/a
Fail,4FR4132-12-FU,Back & Bottom,2,4132,"April 23, 2014",8.6,0,7.6,17.4,0.58,11.19,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,10205,558,Zimmer & Rhode,Latex Backing,100,n/a,n/a
Pass,4FR4132-12-FT1,Back & Bottom,1,4132,"April 23, 2014",5.3,0,4.5,10.9,0.48,7.99,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,29925-11,MINERAL,KRAVET,Latex Backing,100,n/a,n/a
Fail,4FR4132-12-FW1,Back & Bottom,1,4132,"April 24, 2014",12.7,0,11,16.9,0.89,13.97,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,1119/05,05 Heron,great plains,Latex Backing,100,n/a,n/a
Pass,4FR4132-12-GP1,Back & Bottom,1,4132,"December 11, 2014",6,0,4.2,6.3,0.38,5.21,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,7725R,Z123/01,01,APPLIKATORS PLUS,Latex Backing,100,n/a,n/a
Pass,4FR4132-12-GU1,Back & Bottom,1,4132,"January 13, 2015",6,0,4.7,5,0.31,4.64,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,7725R,1218/2,MACCHIATO,THEO,Latex Backing,100,n/a,n/a
Pass,4FR4132-12-GR1,Back & Bottom,1,4132,"December 17, 2014",6.4,0,4.4,8.1,0.48,7.36,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,7725R,8891326,n/a,APPLIKATORS PLUS,Latex Backing,100,n/a,n/a
Pass,4FR4132-12-GU1,Back & Bottom,1,4132,"January 13, 2015",6,0,4.7,5,0.31,4.64,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,7725R,1218/2,MACCHISTO,THEO,Latex Backing,100,n/a,n/a
Pass,4FR4132-12-GT1,Back & Bottom,1,4132,"January 13, 2015",6.5,0,5.4,5,0.31,4.21,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,7725R,Z123/04,PUTTY,ZINC TEXTILES,Latex Backing,100,n/a,n/a
Pass,4FR4132-12-RH1,Back & Bottom,1,4132,"January 26, 2015",3.2,0,4.2,5,0.21,3.35,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,CL-355,NIGHTENGALE,Townsend Leather,By Supplier,100,n/a,n/a
Pass,4FR4132-12-GW1,Back & Bottom,1,4132,"January 30, 2015",4.9,0,4.4,5.2,0.34,5.24,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,7725R,AB7230/103,GOLD HAZE,CASSARO,Latex Backing,100,n/a,n/a
Pass,4FR4132-12-YV1-NT,Back & Bottom,1,4132,"January 29, 2015",5.9,0,5,5,0.32,5.06,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,CL-92858-1011,LADY FINGER,Townsend Leather,By Supplier,100,n/a,n/a
Pass,4FR4132-12-YV1-NT,Back & Bottom,2,4132,"January 29, 2015",3.5,0,5.3,5,0.29,4.59,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,ECL-111220-1013-RO,LADY FINGER,Townsend Leather,By Supplier,100,n/a,n/a
Pass,4FR4132-12-YV1-NT,Back & Bottom,3,4132,"January 29, 2015",9,0,6.1,10.4,0.42,3.89,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,n/a,n/a,n/a,Simalfa 309,Alfa Adhesives,7725R,CL-92858-1011,LADY FINGER,Townsend Leather,By Supplier,100,n/a,n/a
Pass,4FR4132-12-RM1,Back & Bottom,1,4132,"April 23, 2015",5.6,0,3.8,10.1,0.36,5.45,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,7725R,BF10456585,PURPLE,KRAVET,Latex Backing,100,n/a,n/a
Pass,4FR4132-12-YV1-NT,BOLSTER,3,4132,"January 29, 2015",9,0,6.1,10.4,0.42,3.89,Fully Encapsulated,10,DAX 55 Polyurethane,90,FR-3706,,,,,,,n/a,n/a,n/a,Simalfa 309,Alfa Adhesives,7725R,CL-92858-1011,LADY FINGER,Townsend Leather,By Supplier,100,n/a,n/a
Pass,4FR4132-12-HAI,Back & Bottom,1,4132,"February 13, 2015",5.8,0,4.6,5.8,0.41,6.22,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,7725R,F6352-03,GIACOMO,Osborne & Little,Latex Backing,100,n/a,n/a
Pass,4FR4132-12-HB1,Back & Bottom,1,4132,"March 9, 2015",5.7,0,4.2,5.9,0.32,4.88,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,CL-0209-0212,LIGHT GREY,Townsend Leather,By Supplier,100,n/a,n/a
Pass,4FR4132-12-HB1,Back & Bottom,2,4132,"March 9, 2015",7.3,0,4.3,6.7,0.34,5.16,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,CL-892,MIDNIGHT,Townsend Leather,By Supplier,100,n/a,n/a
Pass,4FR4132-12-GF1-NT,Back & Bottom,1,4132,"March 13, 2015",4.7,0,5,8.1,0.34,5.49,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,K5416/1875,CLASSIC SAND,Townsend Leather,By Supplier,100,n/a,n/a
Pass,4FR4132-12-GF1-NT,Bolster,3,4132,"March 13, 2015",6.1,0,5.1,11,0.44,6,Fully Encapsulated,100,4101 FR,,,,,,,,,n/a,n/a,n/a,Simalfa 309,Alfa Adhesives,7725R,K9288,FRENCH VANILLA,Townsend Leather,By Supplier,100,41321088-501,CDZ
Pass,4FR4132-12-RP1,Back & Bottom,1,4132,"April 28, 2015",5.8,0,4.1,7.4,0.22,4.13,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,7725R,5150,CAPPUCCINO,SANRA Jordan,Latex Backing,100,n/a,n/a
Pass,4FR4132-12-GF1,Back & Bottom,1,4132,"March 13, 2015",7.4,0,6.3,10.3,0.49,7.11,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,7725R,10397,06,Telio & Cie,Latex Backing,100,n/a,n/a
Pass,4FR4132-12-HC1,Back & Bottom,1,4132,"March 21, 2015",8.7,0,7.7,12,0.42,7.19,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,7725R,5121-02,BIRCH BARK,BRENTANO,Latex Backing,100,n/a,n/a
Pass,4FR4132-12-RL1,Back & Bottom,1,4132,"April 2, 2015",5.6,0,4.1,6.3,0.38,5.56,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,7725R,F3831-11,NATURAL,C OWTOWN & TOUT,Latex Backing,100,n/a,n/a
Pass,4FR4132-12-RR1,Back & Bottom,1,4132,"May 21, 2015",6.9,0,4.4,8.5,0.4,5.55,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,7725R,U-123/12,DAKOTA,LENI'S Inc.,Latex Backing,100,n/a,n/a
Pass,4FR4132-12-RU1,Back & Bottom,1,4132,"May 22, 2015",5,0,3.5,6.7,0.26,4.52,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,7725R,4769,STERLING,J. ROBERT SCOTT,Latex Backing,100,n/a,n/a
Pass,4FR4132-12-RV1,Back & Bottom,1,4132,"May 22, 2015",7.3,0,5.7,10.6,0.42,6.77,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,7725R,7369/07,N/A,ROMO,Latex Backing,100,n/a,n/a
Pass,4FR4132-12-HE1,Back & Bottom,1,4132,"May 29, 2015",6.6,0,6,9.5,0.51,7.4,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,7725R,Z138/01,01,ZINC TEXTILES,Latex Backing,100,n/a,n/a
Pass,4FR4132-12-RT1,Back & Bottom,1,4132,"June 4, 2015",4.8,0,3.9,7.6,0.37,5.2,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,7725R,CUSTOM TABBY #2 6972,NICKEL & SAFARI,LENI'S Inc.,Latex Backing,100,n/a,n/a
Pass,4FR4132-12-RY1,Back & Bottom,1,4132,"July 17, 2015",6.7,0,4.8,7.5,0.3,4.65,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,K5958,SAHARA SAND,Townsend Leather,By Supplier,100,n/a,n/a
Pass,4FR4132-12-SA1,Back & Bottom,1,4132,"July 17, 2015",3.9,0,2.8,7.9,0.46,6.37,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,7725R,U-224/34,SANDSTONE,Leni's Textiles,N/A,100,n/a,n/a
Pass,4FR4132-12-HF1,Back & Bottom,1,4132,"August 17, 2015",4.9,0,3.4,9.7,0.38,4.94,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,7725R,Z123/02,02,ZINC TEXTILES,Thin Latex Backing,100,n/a,n/a
Pass,4FR4132-12-YU1,Back & Bottom,3,4132,"April 16, 2014",4.6,0,3.7,10.1,0.4,5.62,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,7725R,31131-16,ECRU,KRAVET,Latex Backing,100,n/a,n/a
FAILED,4FR4132-12-YU1,Back & Bottom,1,4132,"March 19, 2014",7.5,0,7.4,17.6,0.78,12.04,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,31131-16,ECRU,KRAVET,Latex Backing,100,n/a,n/a
Pass,4FR4132-12-YU1,Back & Bottom,2,4132,"March 19, 2014",6.3,0,5.1,11,0.49,8.45,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,17189-19,CHARBON,DOMINIQUE KIEFFER,Latex Backing,100,n/a,n/a
Pass,4FR4132-12-VS1,Back & Bottom,1,4132,"August 25, 2015",8.4,0,4.2,8.5,0.41,5.84,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,7725R,BF10118950,CHARCOAL,KRAVET,Latex Backing,100,n/a,n/a
Pass,4FR4132-12-GN2-NT,Back & Bottom,1,4132,"September 16, 2015",5.6,0,4,9.2,0.21,3.25,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,7725R,DE12265,SAND,HOLLAND & SHERRY,Latex Backing,100,n/a,n/a
Pass,4FR4132-12-GN2-NT,BOLSTER,2,4132,"September 16, 2015",1.8,0,2.1,7.2,0.25,3.3,Fully Encapsulated,100,4101 FR,,,,,,,,,n/a,n/a,n/a,Simalfa 309,Alfa Adhesives,7725R,K5709,IVORY CRÈME,Townsend Leather,By Supplier,100,41321088-501,CDZ
Pass,4FR4132-12-HH1,Back & Bottom,1,4132,"September 30, 2015",5.8,0,4.1,7.3,0.44,6.2,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,7725R,4749-04,VANILLE,MANUEL CANOVAS,Thin Latex Backing,100,n/a,n/a
Pass,4FR4132-12-WS1,Back & Bottom,1,4132,"September 30, 2015",6.7,0,4,5.4,0.42,5.88,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,7725R,1927 814,814,Zimmer & Rhode,Thin Latex Backing,100,n/a,n/a
Pass,4FR4132-12-HG1,Back & Bottom,1,4132,"October 8, 2015",7.3,0,5,8.4,0.47,6.57,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,7725R,1927978,n/a,Zimmer & Rhode,Thin Latex Backing,100,n/a,n/a
Pass,4FR4132-12-YS1-NT,Back & Bottom,1,4132,"October 3, 2015",6,0,4.1,8.6,0.25,4.18,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,7725R,1275,07,Telio & Cie,N/A,100,n/a,n/a
Pass,4FR4132-12-YM2,Back & Bottom,1,4132,"January 14, 2016",5.7,0,2.8,10.8,0.52,7.63,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,7725R,11601-042,sable 042,mokum,Latex Backing,100,n/a,n/a
Pass,4FR4132-12-PA1,Back & Bottom,1,4132,"January 15, 2016",5.6,0,2.7,9.8,0.42,6.47,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,7725R,F3623-07,FLAX,COLEFAX & FOWLER,Latex Backing,100,n/a,n/a
PASS,4FR4132-12-SJ1,Back & Bottom,1,4132,"January 12, 2016",8.5,0,6,13,0.44,7.39,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,7725R,1215/5,CHARCOAL,THEO,Latex Backing,100,n/a,n/a
Pass,4FR4132-12-GF,Back & Bottom,5,4132,"January 25, 2016",7.4,0,4.1,8.9,0.5,7.94,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,7725R,WE3001/070,P070,SOLEIL,Latex Backing,100,n/a,n/a
Pass,4FR4132-12-RJ1-NT,Back & Bottom,1,4132,"November 20, 2015",4.3,0,3.3,10.8,0.35,5.67,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,1-2866-273,N/A,JAB,Latex Backing,100,n/a,n/a
Pass,4FR4132-12-RJ1-NT,BOLSTER,2,4132,"November 20, 2015",8.5,0,4.2,9,0.51,4.76,Fully Encapsulated,90,FR-3706 Last-a-foam,10,DAX 55 Polyurethane,,,,,,,n/a,n/a,n/a,Simalfa 309,Alfa Adhesives,7725R,ECL-3729-0714-PE,Bristlecone,Townsend Leather,By Supplier,100,n/a,n/a
Pass,4F4132-12-PD1,Back & Bottom,1,4132,"March 30, 2016",2.7,0,7.4,11,0.35,5.81,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,CL-605,TAUPE,Townsend Leather,By Supplier,100,n/a,n/a
Pass,4F4132-12-PF1,Back & Bottom,1,4132,"May 19, 2016",4.7,0,4,5.9,0.38,6.25,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,7725R,B112, WHITE GOLD,Telio & Cie,Latex Backing,100,n/a,n/a
Pass,4FR4132-12-HJ1-NT,BOLSTER,2,4132,"June 1, 2016",5.9,0,3.9,7.8,0.46,6.43,Fully Encapsulated,100,4101FR ETHAFOAM,,,,,,,,,n/a,n/a,n/a,Simalfa 309,Alfa Adhesives,7725R,Z138/01,01,ZINC TEXTILES,Thin Latex Backing,100,41321088-501,C&D
Pass,4FR4132-12-PP1-NT,Back & Bottom,1,4132,"July 15, 2016",5.3,0,3.9,6,0.44,7.29,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,,2383,TAUPE,Telio & Cie,Latex Backing,100,n/a,n/a
Pass,4FR4132-12-PP1-NT,BOLSTER,2,4132,"July 15, 2016",4.5,0,3.6,14.3,0.36,3.36,Fully Encapsulated,90,FR-3706 Last-a-foam,10,DAX 55 Polyurethane,,,,,,,n/a,n/a,n/a,Simalfa 309,Alfa Adhesives,7725R,CL-025,BONE,Townsend Leather,By Supplier,100,n/a,n/a
Pass,4FR4132-12-RS1,Back & Bottom,1,4132,"July 22, 2016",4.9,0,3.8,9.8,0.39,5.71,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,7725R,Z106/02,LINEN,ZINC BY ROMO,Latex Backing,100,n/a,n/a
Pass,4FR4132-12-PG1,Back & Bottom,1,4132,"June 30, 2016",6.7,0,5.5,11.7,0.5,8.75,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,7725R,GWF303411,MIST,GROUNDWORK,Latex Backing,100,n/a,n/a
Pass,4FR4132-12-HJ1-NT,Bolster,3,4132,"June 30, 2016",4.8,0,5.2,15.4,0.68,9.28,Fully Encapsulated,100,4101 FR,,,,,,,,,n/a,n/a,n/a,Simalfa 309,Alfa Adhesives,7725R,CL-92986-1011,PLASTER GREY,Townsend Leather,By Supplier,100,41321088-501,C&D
Pass,4FR4132-12-US4,Back & Bottom,1,4132,"September 27, 2016",3.7,0,3.4,7.2,0.37,5.55,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,7725R,3206/15,SEA HAWK,JIM THOMPSON,By Supplier,100,n/a,n/a
Pass,4FR4132-12-PE1-NT,Back & Bottom,1,4132,"September 26, 2016",4.1,0,2.9,4.1,0.31,4.12,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,7725R,7,CHARCOAL,FOX LINTON,By Supplier,100,n/a,n/a
Pass,4FR4132-12-PE1-NT,Bolster,2,4132,"September 23, 2016",4.6,0,3.9,13.3,0.32,3.05,Fully Encapsulated,10,DAX 55 Polyurethane,90,FR-3706,,,,,,,n/a,n/a,n/a,Simalfa 309,Alfa Adhesives,7725R,CL117,FLINT,Townsend Leather,By Supplier,100,n/a,n/a
Pass,4FR4132-12-PU1,Back & Bottom,1,4132,"October 24, 2016",0,0,3.6,6.6,0.24,3.8,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,CL-12818-1015,WHITE WASH,Townsend Leather,By Supplier,100,n/a,n/a
Pass,4FR4132-12-PU1,Back & Bottom,2,4132,"October 24, 2016",3.5,0,5.8,9.9,0.35,5.59,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,CL-12818-1015-MICRO PERF,WHITE WASH,Townsend Leather,By Supplier,100,n/a,n/a
Pass,4FR4132-12-PE,Back & Bottom,2,4132,"August 29, 2016",6.3,0,4.8,11.3,0.38,5.38,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,7725R,1140/02,BOULDER,GREAT PLAINS,By Supplier,100,n/a,n/a
Pass,4FR4132-12-UW2,Back & Bottom,1,4132,"October 14, 2016",7.6,0,6.2,12.1,0.42,7.82,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,7725R,4159/02,SAND,Pollack,By Supplier,100,n/a,n/a
Pass,4FR4140-12-2035,Back,1,4140,"April 19, 2013",1.8,0.7,3.7,5,0.44,6.86,Picture Frame,77.4,QS31263YL Polyurethane,22.6,QS51288YL,,,,,,,71000,Buckley Industries,30333,CC-1025/LB,Coral Adhesive,7725R,HT-198,Heritage Dark Grey,Townsend Leather,n/a,100,n/a,n/a
Pass,4FR4140-12-2035,Bottom,2,4140,"April 19, 2013",8.8,0,5.2,6.3,0.28,3.29,Picture Frame,37.3,4101FR Ethafoam,28.2,QS41288YL,22,QS31263YL,12.5,QS11175YL,,,71000,Buckley Industries,30333,CC-1025/LB,Coral Adhesive,7725R,HT-198,Heritage Dark Grey,Townsend Leather,n/a,100,n/a,n/a
Pass,4FR4140-12-2035,Headrest,3,4140,"April 19, 2013",5.7,0.7,3.7,5,0.44,7.21,Fully Encapsulated,100,QS26185YL,,,,,,,,,71000,Buckley Industries,30333,CC-1025/LB,Coral Adhesive,7725R,HT-198,Heritage Dark Grey,Townsend Leather,n/a,100,4FPS0039,C&D Zodiac
FAIL,4FR4140-12-2037,BACK,1,4140,"October 25, 2013",7.4,0,5.8,8.4,0.59,10.47,Fully Encapsulated,22.3,QS51288YL,77.7,QS31263YL,,,,,,,dax 40,vitafoam,N/A,CC-1025/LB,Coral Adhesive,7725R,SL3UL,Midnight,E-Leather,n/a,100,n/a,n/a
